age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
37,1,5,4,2,6,0,4,1,0.0,0.0,40,38,0
51,3,10,16,6,9,1,4,0,9.261128538808288,0.0,60,38,1
46,3,11,9,4,6,1,2,0,0.0,0.0,15,38,0
23,3,11,9,0,7,1,4,0,0.0,0.0,24,38,0
57,5,5,4,2,2,0,4,1,0.0,0.0,50,38,0
60,3,11,9,0,9,1,4,0,0.0,0.0,72,1,0
51,6,9,13,0,3,1,4,1,0.0,0.0,60,38,1
50,3,15,10,3,13,4,4,1,0.0,0.0,40,38,0
45,0,15,10,0,0,4,1,0,6.818924065275521,0.0,40,38,0
41,3,11,9,2,13,0,4,1,0.0,0.0,43,38,0
56,3,15,10,2,3,0,4,1,0.0,0.0,54,38,1
18,3,11,9,4,0,3,4,0,0.0,0.0,17,38,0
51,3,11,9,2,13,0,4,1,0.0,0.0,60,38,0
32,3,14,15,4,7,1,4,0,0.0,0.0,35,38,0
48,3,7,12,2,3,0,4,1,8.895492631451633,0.0,55,38,1
51,3,11,9,2,2,0,4,1,0.0,0.0,40,38,0
50,3,11,9,2,2,0,4,1,0.0,0.0,40,38,1
32,6,8,11,2,12,0,4,1,8.13505390861157,0.0,40,38,0
53,0,14,15,2,0,0,4,1,0.0,0.0,45,38,1
37,3,11,9,0,12,4,4,1,0.0,0.0,40,38,0
62,3,9,13,2,9,0,4,1,0.0,0.0,40,38,1
51,3,11,9,2,2,0,4,1,0.0,1.1461540829013415,40,38,1
18,7,0,6,4,14,3,4,0,0.0,0.0,30,38,0
70,3,11,9,6,8,2,2,0,0.0,0.0,8,38,0
54,3,14,15,2,9,5,4,0,0.0,1.1458597492689129,50,38,1
67,1,15,10,6,7,1,4,0,7.994632311431825,0.0,41,38,0
34,0,7,12,4,12,1,1,0,0.0,0.0,60,38,1
26,3,1,7,5,5,2,4,1,0.0,0.0,40,38,0
52,1,15,10,2,0,5,4,0,0.0,0.0,72,38,0
24,3,11,9,4,0,3,4,0,0.0,0.0,40,38,0
51,3,0,6,2,2,0,4,1,0.0,0.0,40,38,0
27,3,11,9,2,6,5,4,0,0.0,0.0,40,38,0
23,3,11,9,4,6,1,4,1,0.0,0.0,40,38,0
38,3,15,10,2,2,0,4,1,0.0,1.1487784346420646,40,3,0
25,4,11,9,4,7,2,4,1,0.0,0.0,30,38,0
81,3,5,4,2,5,0,4,1,0.0,0.0,25,31,0
35,5,1,7,2,9,0,0,1,0.0,0.0,4,38,0
40,5,14,15,2,9,0,4,1,0.0,0.0,60,38,1
33,3,11,9,2,0,0,2,1,0.0,0.0,40,38,0
33,3,10,16,2,9,0,4,1,0.0,1.14758665350844,90,38,1
45,5,9,13,2,11,0,4,1,8.552367266423891,0.0,48,38,1
22,3,11,9,4,6,3,4,1,0.0,0.0,55,38,0
38,6,11,9,2,6,0,1,1,0.0,0.0,40,29,0
46,3,12,14,2,3,0,4,1,11.512925464970229,0.0,50,38,1
17,3,1,7,4,5,3,4,1,0.0,0.0,30,38,0
18,7,11,9,4,14,3,4,0,0.0,0.0,3,38,0
42,5,11,9,2,9,0,4,1,0.0,0.0,50,38,1
41,3,9,13,2,9,5,4,0,0.0,0.0,40,38,1
58,3,4,3,2,0,0,2,1,0.0,0.0,40,38,0
43,3,15,10,2,11,0,4,1,0.0,0.0,45,38,0
42,4,8,11,2,7,0,4,1,8.150467911624004,0.0,80,38,0
19,7,15,10,4,14,3,1,1,0.0,0.0,32,38,0
45,4,14,15,2,9,0,4,1,0.0,0.0,50,38,1
41,3,12,14,2,11,0,4,1,0.0,0.0,20,38,0
38,3,1,7,2,6,0,4,1,0.0,0.0,35,38,0
58,5,11,9,5,4,1,4,1,0.0,0.0,50,38,0
37,3,15,10,2,3,5,1,0,0.0,0.0,40,38,1
34,3,11,9,4,6,1,4,1,0.0,0.0,40,38,0
23,3,15,10,4,7,3,4,1,0.0,0.0,40,38,0
47,3,11,9,2,13,0,4,1,0.0,0.0,85,38,1
37,3,11,9,4,0,1,4,0,0.0,0.0,35,38,0
47,3,11,9,2,2,0,2,1,0.0,0.0,50,38,0
31,3,12,14,2,9,5,4,0,0.0,1.1461540829013415,45,38,1
57,3,9,13,2,11,0,1,1,9.617470759403409,0.0,45,38,1
44,3,9,13,2,11,0,4,1,0.0,0.0,50,38,1
64,3,1,7,2,6,0,2,1,0.0,0.0,40,38,0
31,3,9,13,2,3,0,4,1,0.0,0.0,40,38,1
40,3,12,14,3,3,1,1,1,0.0,0.0,35,18,1
34,3,9,13,2,9,0,4,1,0.0,0.0,40,38,1
28,0,11,9,4,9,3,4,0,0.0,0.0,40,38,0
72,3,5,4,2,4,0,4,1,0.0,0.0,35,38,0
21,3,11,9,4,3,1,4,0,0.0,0.0,47,38,0
52,1,12,14,2,3,0,4,1,0.0,0.0,50,38,1
44,3,15,10,2,0,5,4,0,0.0,0.0,35,38,0
57,6,15,10,2,9,0,1,1,8.94754601503218,0.0,75,38,1
35,5,11,9,2,3,0,4,1,0.0,0.0,35,38,0
21,3,1,7,4,5,3,4,1,0.0,0.0,40,38,0
38,1,15,10,2,13,0,2,1,0.0,0.0,40,38,0
28,1,12,14,4,9,1,4,0,0.0,0.0,40,38,0
59,3,12,14,0,3,1,4,0,0.0,0.0,45,38,1
54,1,0,6,2,3,0,4,1,0.0,0.0,40,38,0
25,3,15,10,4,11,1,4,1,0.0,0.0,38,38,0
29,6,0,6,4,2,4,4,1,0.0,0.0,40,38,0
18,3,11,9,4,0,3,4,0,0.0,0.0,40,38,0
31,3,11,9,2,7,0,2,1,0.0,0.0,40,38,0
17,3,1,7,4,5,3,4,1,0.0,0.0,16,38,0
47,3,15,10,2,3,0,4,1,0.0,0.0,45,38,1
42,3,11,9,2,7,0,4,1,8.94754601503218,0.0,40,11,1
21,3,15,10,4,0,3,4,0,0.0,0.0,20,38,0
32,3,15,10,2,11,5,4,0,0.0,0.0,40,38,0
51,3,2,8,6,6,1,4,1,0.0,1.138773870589575,40,38,1
24,3,8,11,4,6,3,4,1,0.0,0.0,40,38,0
60,3,12,14,2,0,0,4,1,0.0,0.0,40,38,0
29,0,11,9,0,0,1,2,0,0.0,0.0,40,38,0
24,3,7,12,4,5,3,4,1,0.0,0.0,30,38,0
43,3,12,14,2,3,0,4,1,8.895492631451633,0.0,50,38,1
64,5,15,10,2,11,0,4,1,0.0,1.14758665350844,50,38,1
53,3,15,10,2,2,0,4,1,0.0,0.0,40,38,0
64,6,15,10,0,0,1,4,0,0.0,0.0,40,38,0
41,3,7,12,0,11,1,4,1,0.0,0.0,40,38,0
30,3,9,13,2,12,0,4,1,0.0,0.0,40,7,0
25,3,11,9,4,10,4,4,0,0.0,0.0,25,38,0
27,5,11,9,4,4,4,4,1,0.0,0.0,50,38,0
30,3,2,8,4,7,3,2,0,0.0,0.0,20,38,0
39,3,11,9,2,3,0,4,1,0.0,0.0,40,38,0
28,3,11,9,4,0,1,4,0,0.0,0.0,40,38,0
33,3,12,14,4,9,1,4,1,0.0,0.0,50,38,0
41,3,15,10,2,0,0,4,1,0.0,0.0,40,38,0
24,3,9,13,4,11,3,2,0,0.0,0.0,40,38,0
32,3,15,10,0,11,4,2,0,0.0,1.1262821224817035,40,15,0
69,5,8,11,2,3,0,4,1,0.0,0.0,20,38,0
36,3,12,14,2,9,0,4,1,0.0,0.0,38,38,1
57,5,8,11,2,3,0,4,1,0.0,0.0,20,38,0
58,1,11,9,4,7,1,4,1,0.0,0.0,40,38,0
26,3,7,12,2,2,0,4,1,0.0,0.0,40,38,0
17,3,1,7,4,0,3,4,0,0.0,0.0,12,38,0
36,1,1,7,2,2,0,4,1,0.0,0.0,40,38,0
44,3,11,9,2,2,0,2,1,0.0,0.0,40,38,1
39,4,7,12,2,3,0,4,1,0.0,0.0,45,38,0
41,3,15,10,2,2,0,4,1,8.150467911624004,0.0,40,38,0
24,3,1,7,4,7,1,4,0,0.0,0.0,20,38,0
54,3,11,9,2,2,0,4,1,0.0,0.0,40,38,0
26,3,9,13,4,3,1,4,1,0.0,0.0,30,38,0
39,3,15,10,0,0,4,4,0,0.0,0.0,38,38,0
27,3,11,9,2,2,0,4,1,0.0,0.0,40,38,1
25,3,0,6,4,6,3,4,1,0.0,0.0,40,31,0
32,3,15,10,4,12,1,4,1,0.0,0.0,40,38,0
30,3,11,9,0,12,4,4,0,0.0,0.0,40,38,0
50,4,9,13,2,3,0,4,1,0.0,0.0,40,38,1
66,3,7,12,4,9,1,4,1,0.0,0.0,7,38,0
25,3,11,9,2,0,0,4,1,0.0,0.0,40,38,1
48,3,11,9,3,7,4,4,0,0.0,0.0,16,38,0
23,6,9,13,4,9,1,4,1,0.0,0.0,7,38,0
70,3,9,13,2,9,0,4,1,9.906084178383393,0.0,35,38,1
20,6,15,10,4,5,3,4,1,0.0,0.0,40,38,0
18,3,1,7,4,7,3,2,1,0.0,0.0,16,38,0
29,3,11,9,0,11,1,4,1,0.0,0.0,34,38,0
33,3,1,7,2,5,0,4,1,0.0,0.0,40,38,0
27,3,2,8,4,5,2,4,1,0.0,0.0,40,25,0
44,3,11,9,4,13,1,4,1,0.0,0.0,50,38,0
32,3,4,3,4,7,1,4,0,0.0,0.0,40,25,0
49,4,7,12,2,3,0,4,1,0.0,0.0,45,38,1
66,5,9,13,0,11,1,4,1,5.996452088619021,0.0,20,38,0
35,3,11,9,4,0,4,4,0,0.0,0.0,40,38,0
24,3,15,10,4,11,1,4,1,0.0,0.0,33,38,0
31,3,1,7,2,10,0,4,1,0.0,0.0,40,38,0
75,5,8,11,0,9,1,4,0,9.669788487282402,0.0,50,38,1
66,5,1,7,6,3,1,4,0,0.0,0.0,84,38,1
19,7,15,10,4,14,3,4,1,0.0,0.0,40,38,0
46,3,15,10,2,5,0,4,1,0.0,0.0,40,38,0
31,3,15,10,5,0,3,4,0,0.0,0.0,40,38,0
46,3,11,9,2,11,0,4,1,0.0,0.0,68,38,1
29,6,11,9,4,0,4,4,0,0.0,0.0,40,38,0
63,3,15,10,2,5,0,4,1,0.0,0.0,45,38,0
46,3,0,6,2,2,0,4,1,0.0,0.0,40,38,0
52,3,11,9,0,13,1,4,1,0.0,0.0,50,38,0
44,5,7,12,4,11,3,4,1,0.0,0.0,50,38,0
66,3,4,3,2,13,0,4,1,7.068172000388042,0.0,12,38,0
51,3,0,6,2,6,0,2,1,0.0,0.0,40,38,0
38,3,9,13,2,2,0,4,1,0.0,0.0,70,38,0
26,6,12,14,4,9,1,4,0,0.0,0.0,40,38,0
35,3,9,13,2,11,0,4,1,0.0,0.0,42,38,0
48,3,15,10,6,0,1,4,0,0.0,0.0,50,38,0
42,1,15,10,0,12,4,4,0,0.0,0.0,32,38,0
50,3,0,6,2,13,0,4,1,0.0,0.0,40,38,0
26,3,12,14,4,3,1,4,0,6.38856140554563,0.0,35,38,0
42,3,9,13,2,9,0,4,1,0.0,0.0,40,21,1
63,3,9,13,2,3,0,4,1,9.617470759403409,0.0,45,38,1
18,3,1,7,4,11,3,2,0,0.0,0.0,20,38,0
56,3,11,9,2,13,0,4,1,0.0,0.0,48,38,1
33,3,15,10,2,0,0,4,1,0.0,0.0,45,38,0
41,7,11,9,2,14,0,4,1,0.0,0.0,40,38,0
42,3,11,9,0,2,4,2,1,0.0,0.0,45,38,0
37,3,11,9,2,0,0,4,1,0.0,0.0,45,38,0
42,3,12,14,4,9,1,4,1,0.0,0.0,48,38,1
18,7,15,10,4,14,3,4,1,0.0,0.0,40,38,0
62,3,5,4,6,13,1,2,1,0.0,0.0,40,38,0
29,0,8,11,4,9,1,4,0,0.0,0.0,40,38,0
20,3,1,7,4,7,1,4,1,0.0,0.0,40,38,0
36,0,9,13,2,9,0,1,1,0.0,0.0,40,38,1
67,5,11,9,2,4,0,4,1,0.0,0.0,70,38,0
50,3,15,10,2,11,0,4,1,0.0,0.0,50,38,1
40,3,11,9,2,7,0,4,1,0.0,0.0,35,38,0
18,3,1,7,4,7,3,4,1,0.0,0.0,15,38,0
55,3,11,9,0,10,1,4,1,0.0,0.0,20,38,0
48,3,8,11,2,2,0,4,1,0.0,0.0,40,38,1
80,1,3,2,6,4,1,1,1,6.99117688712121,0.0,20,29,0
25,3,15,10,4,0,1,4,0,0.0,0.0,45,38,0
24,3,11,9,2,11,0,4,1,0.0,0.0,45,38,0
46,3,6,5,0,13,1,4,1,0.0,0.0,40,38,0
22,6,11,9,4,7,4,4,0,0.0,0.0,45,38,0
35,5,15,10,2,3,0,4,1,0.0,0.0,60,38,0
62,5,12,14,5,4,1,4,1,0.0,0.0,30,38,0
40,3,11,9,0,7,1,4,0,0.0,0.0,40,38,0
27,0,8,11,2,1,0,4,1,0.0,0.0,40,38,1
40,3,9,13,0,7,4,1,0,0.0,0.0,40,29,0
49,5,9,13,2,3,5,4,0,0.0,0.0,7,38,1
52,3,6,5,2,5,0,4,1,0.0,0.0,40,27,0
21,3,8,11,4,0,3,2,0,0.0,0.0,40,38,0
41,5,15,10,2,9,0,4,1,0.0,0.0,60,38,1
35,3,11,9,2,13,5,4,0,0.0,0.0,48,38,0
22,3,15,10,4,7,1,4,0,0.0,0.0,20,38,0
71,3,15,10,2,11,0,4,1,0.0,0.0,4,38,0
73,7,9,13,2,14,0,4,1,0.0,0.0,40,38,0
33,3,9,13,4,2,4,4,0,0.0,0.0,40,26,0
38,3,12,14,2,3,0,4,1,0.0,0.0,50,38,1
19,3,15,10,0,0,1,4,0,0.0,0.0,20,38,0
29,3,15,10,4,7,1,4,1,0.0,0.0,45,38,0
26,3,9,13,2,12,0,4,1,0.0,0.0,40,38,1
56,1,11,9,6,0,1,4,0,0.0,0.0,40,38,0
29,3,15,10,2,2,0,4,1,0.0,0.0,50,38,0
40,3,11,9,2,2,0,4,1,0.0,0.0,40,38,0
52,7,11,9,2,14,0,2,1,0.0,1.13913915724393,30,38,0
55,3,11,9,2,13,0,4,1,0.0,0.0,40,38,0
19,3,15,10,4,11,3,4,0,0.0,0.0,20,38,0
39,3,15,10,4,11,1,4,1,0.0,0.0,41,38,0
36,3,15,10,2,9,0,4,1,0.0,1.1458597492689129,40,38,1
46,3,12,14,4,9,1,4,1,0.0,0.0,40,38,0
33,6,12,14,4,9,3,4,1,0.0,0.0,38,30,0
30,3,6,5,4,5,3,4,1,0.0,0.0,40,38,0
54,0,9,13,2,3,0,4,1,0.0,0.0,40,38,1
17,3,6,5,4,5,3,4,1,0.0,0.0,12,38,0
39,3,11,9,4,13,1,4,1,0.0,0.0,40,38,0
21,7,15,10,4,14,3,4,0,0.0,0.0,40,38,0
53,3,6,5,2,2,0,4,1,0.0,0.0,44,38,0
45,3,10,16,0,11,1,4,1,11.512925464970229,0.0,55,38,1
24,3,15,10,2,0,5,2,0,0.0,0.0,40,38,0
47,5,12,14,0,13,1,4,1,0.0,1.1524456653662702,50,38,1
38,3,11,9,5,6,4,4,0,0.0,0.0,40,38,0
44,3,11,9,2,0,0,4,1,0.0,0.0,40,38,0
45,3,9,13,2,0,0,4,1,8.94754601503218,0.0,50,38,1
32,3,11,9,2,5,0,4,1,0.0,0.0,40,38,0
24,3,15,10,4,11,4,4,0,0.0,0.0,18,38,0
38,3,11,9,2,11,0,4,1,0.0,0.0,55,38,0
38,3,11,9,2,0,0,4,1,0.0,0.0,55,38,0
33,3,7,12,4,0,4,1,1,0.0,0.0,30,16,0
50,3,7,12,0,2,4,4,1,0.0,0.0,40,38,0
40,3,9,13,2,0,0,2,1,0.0,0.0,60,38,1
33,1,11,9,0,7,3,2,0,0.0,0.0,40,38,0
20,3,11,9,4,11,3,4,1,0.0,0.0,40,38,0
17,1,2,8,4,0,3,2,0,0.0,0.0,15,38,0
27,3,9,13,4,12,3,4,0,0.0,0.0,28,38,0
66,3,11,9,2,7,0,4,1,0.0,0.0,40,38,0
53,3,10,16,2,9,0,4,1,9.617470759403409,0.0,50,8,1
71,3,9,13,0,0,1,4,0,0.0,0.0,3,38,0
39,5,0,6,2,2,0,4,1,0.0,0.0,40,38,0
36,3,15,10,0,0,1,4,1,0.0,0.0,55,38,0
20,7,15,10,4,14,3,4,1,0.0,0.0,6,38,0
56,3,12,14,2,3,0,4,1,0.0,0.0,60,8,1
60,3,5,4,2,11,0,4,1,0.0,0.0,40,38,0
43,3,11,9,2,2,0,4,1,0.0,0.0,40,38,1
46,4,9,13,2,3,0,4,1,9.617470759403409,0.0,60,10,1
42,3,11,9,4,5,2,4,1,0.0,0.0,40,38,0
56,3,11,9,0,9,1,4,0,0.0,0.0,40,38,0
31,3,11,9,4,0,4,4,0,0.0,1.1521234218083676,40,38,0
34,5,11,9,2,4,0,4,1,0.0,0.0,60,38,0
38,3,11,9,2,13,0,4,1,0.0,0.0,40,38,0
32,7,11,9,4,14,1,0,0,0.0,0.0,38,38,0
32,1,9,13,2,9,0,4,1,0.0,0.0,40,38,1
44,3,11,9,0,3,1,4,0,0.0,0.0,50,38,0
24,3,8,11,0,12,1,4,0,0.0,0.0,40,38,0
48,3,9,13,2,3,0,4,1,9.617470759403409,0.0,70,38,1
43,3,15,10,4,0,1,4,1,0.0,1.1412497796177639,45,38,0
69,7,11,9,2,14,0,4,1,0.0,0.0,5,38,0
39,5,11,9,5,4,1,4,1,0.0,0.0,50,38,0
55,3,15,10,2,9,0,4,1,0.0,0.0,40,38,1
27,3,8,11,4,2,4,4,1,0.0,0.0,40,38,1
29,3,15,10,4,4,4,4,1,0.0,0.0,50,38,0
41,5,12,14,2,3,5,4,0,0.0,0.0,10,38,1
30,1,15,10,2,12,0,4,1,0.0,0.0,72,38,1
28,3,8,11,4,0,2,4,1,0.0,0.0,40,20,0
68,3,11,9,2,3,0,4,1,0.0,0.0,37,38,0
55,3,11,9,2,3,0,4,1,0.0,0.0,40,38,0
37,3,0,6,2,6,0,2,1,0.0,1.150306911060444,65,38,0
55,3,14,15,2,3,0,4,1,0.0,1.14758665350844,55,8,1
60,4,11,9,2,0,5,4,0,0.0,0.0,8,38,1
44,3,12,14,2,9,0,4,1,0.0,0.0,40,38,0
45,3,11,9,2,6,0,4,1,0.0,0.0,40,38,0
37,3,11,9,0,12,1,4,1,0.0,0.0,40,38,0
58,7,15,10,2,14,5,4,0,0.0,0.0,20,38,0
47,3,9,13,2,3,0,4,1,0.0,0.0,60,38,1
18,3,1,7,4,7,3,4,0,0.0,0.0,10,38,0
23,3,15,10,2,5,0,4,1,0.0,0.0,38,38,0
35,1,15,10,0,12,4,4,0,0.0,0.0,40,38,0
61,4,0,6,2,3,0,4,1,8.94754601503218,0.0,40,38,1
54,3,15,10,2,11,0,4,1,0.0,0.0,98,38,0
21,3,11,9,2,0,5,4,0,0.0,0.0,19,38,0
53,6,12,14,4,0,1,4,0,0.0,0.0,40,38,0
46,5,0,6,5,3,4,4,0,0.0,0.0,15,6,0
56,3,12,14,2,3,0,4,1,0.0,0.0,40,38,1
46,3,9,13,0,2,1,4,1,0.0,0.0,50,38,0
36,3,11,9,2,6,0,4,1,0.0,0.0,40,38,0
54,3,9,13,6,0,1,4,0,0.0,0.0,80,38,1
35,6,11,9,2,7,0,4,1,0.0,0.0,40,38,0
26,3,9,13,4,8,2,4,0,0.0,0.0,35,25,0
49,4,11,9,4,2,1,4,1,0.0,0.0,47,38,0
60,5,11,9,0,0,4,4,0,0.0,0.0,99,38,0
55,3,11,9,5,7,4,2,0,0.0,0.0,40,38,0
21,3,7,12,4,0,1,2,0,0.0,0.0,40,38,0
38,3,15,10,2,12,0,4,1,0.0,0.0,40,38,1
41,1,12,14,2,9,0,4,1,0.0,0.0,35,38,0
43,6,15,10,2,10,0,1,1,0.0,0.0,40,38,0
54,4,9,13,2,12,0,4,1,0.0,0.0,40,38,1
46,3,10,16,4,7,3,4,1,0.0,0.0,40,38,0
20,3,15,10,4,0,3,2,1,0.0,0.0,40,38,0
35,3,15,10,0,0,1,4,0,0.0,0.0,50,38,0
24,3,15,10,4,11,1,1,0,0.0,0.0,50,35,0
41,3,3,2,2,6,0,4,1,0.0,0.0,40,25,0
36,3,11,9,4,7,4,2,1,0.0,0.0,40,38,0
40,5,4,3,2,4,0,4,1,0.0,0.0,10,25,0
23,3,11,9,4,0,1,4,0,0.0,0.0,40,38,0
37,3,11,9,4,3,1,4,1,0.0,0.0,50,38,0
71,4,15,10,6,3,1,4,0,0.0,0.0,24,38,0
36,3,4,3,4,7,1,1,1,0.0,0.0,40,2,0
51,3,15,10,2,3,5,4,0,0.0,0.0,40,38,1
30,3,11,9,4,3,1,4,1,0.0,0.0,50,38,0
40,3,11,9,2,2,0,2,1,0.0,0.0,40,13,0
26,3,11,9,4,0,3,4,0,0.0,0.0,45,38,0
49,3,15,10,2,11,0,4,1,0.0,0.0,40,38,0
30,3,11,9,2,6,0,4,1,0.0,1.148050303051811,43,38,0
48,3,15,10,0,11,1,4,0,0.0,0.0,16,38,0
53,6,9,13,2,12,0,4,1,0.0,0.0,40,38,1
31,3,9,13,2,11,0,4,1,0.0,0.0,50,38,1
40,3,11,9,4,6,3,2,0,0.0,0.0,40,38,0
21,7,7,12,4,14,3,4,0,6.38856140554563,0.0,40,38,0
38,3,11,9,0,2,1,4,1,0.0,0.0,40,38,0
37,7,0,6,2,14,0,4,1,0.0,0.0,84,38,0
34,3,0,6,4,7,4,2,0,0.0,0.0,20,38,0
53,3,9,13,2,11,0,4,1,0.0,0.0,40,38,1
21,3,15,10,4,11,3,4,0,0.0,0.0,35,38,0
26,3,12,14,4,9,3,1,0,0.0,0.0,40,29,1
29,3,9,13,0,3,1,4,0,0.0,0.0,40,38,0
44,3,15,10,2,2,0,4,1,0.0,0.0,50,38,1
22,3,15,10,0,12,2,4,0,0.0,0.0,40,38,0
43,0,9,13,2,0,0,4,1,0.0,0.0,42,38,1
39,3,15,10,5,2,4,4,0,0.0,0.0,25,38,0
38,1,11,9,0,2,1,4,1,0.0,0.0,40,38,0
67,3,11,9,6,3,1,4,0,0.0,0.0,35,38,0
31,3,11,9,2,13,0,4,1,0.0,0.0,65,38,0
30,3,1,7,4,10,1,4,0,0.0,0.0,35,38,0
53,5,11,9,2,9,5,4,0,8.13505390861157,0.0,65,38,0
44,3,9,13,2,3,0,4,1,9.617470759403409,0.0,48,38,1
43,3,4,3,2,7,0,4,1,0.0,0.0,40,25,0
22,3,11,9,4,5,3,4,1,0.0,0.0,40,38,0
31,3,11,9,2,6,0,4,1,0.0,0.0,45,38,0
44,3,1,7,0,2,1,4,1,0.0,0.0,40,38,0
88,5,5,4,6,4,1,4,1,0.0,0.0,5,38,0
21,3,11,9,4,11,1,4,1,0.0,0.0,60,38,0
31,3,9,13,4,3,3,4,0,0.0,1.1394044915350803,35,38,0
35,1,9,13,4,3,1,4,1,0.0,0.0,40,38,0
30,3,9,13,4,7,3,2,1,0.0,0.0,55,38,0
48,3,11,9,2,12,0,4,1,0.0,0.0,40,38,0
68,7,11,9,6,14,4,4,0,0.0,0.0,16,38,0
64,3,8,11,2,0,0,4,1,0.0,0.0,50,38,0
49,3,12,14,2,3,0,1,1,11.512925464970229,0.0,50,38,1
44,3,10,16,2,9,0,4,1,0.0,0.0,50,38,0
18,3,1,7,4,7,3,4,1,0.0,0.0,12,38,0
34,3,11,9,2,6,0,4,1,0.0,0.0,40,38,0
29,1,11,9,4,13,4,4,0,0.0,0.0,40,38,0
23,3,11,9,4,6,2,2,1,0.0,0.0,40,38,0
36,4,15,10,2,3,0,4,1,0.0,0.0,40,38,1
29,7,9,13,4,14,1,4,1,0.0,0.0,40,38,0
34,3,0,6,2,13,0,4,1,0.0,0.0,45,25,0
27,5,9,13,4,11,1,4,1,0.0,0.0,40,38,0
57,1,15,10,5,7,1,2,0,0.0,0.0,40,38,0
24,3,11,9,4,0,1,4,1,0.0,0.0,40,38,0
54,3,15,10,2,0,0,4,1,0.0,0.0,60,38,0
18,3,15,10,4,11,3,4,0,0.0,0.0,20,38,0
25,3,15,10,4,6,1,1,1,0.0,0.0,40,29,0
28,3,15,10,2,6,0,4,1,0.0,0.0,40,25,0
87,3,11,9,3,11,1,4,1,0.0,0.0,16,38,0
54,3,12,14,0,11,1,4,0,0.0,0.0,40,38,0
21,3,11,9,4,7,2,4,1,0.0,0.0,25,38,0
43,3,4,3,3,8,2,4,0,0.0,0.0,40,7,0
43,0,11,9,2,0,0,4,1,8.271036865792954,0.0,40,38,0
38,3,11,9,4,6,1,4,1,0.0,0.0,40,38,0
46,3,11,9,2,2,0,2,1,0.0,0.0,35,38,0
65,3,15,10,6,11,1,4,0,0.0,0.0,22,38,0
39,3,11,9,2,2,0,4,1,0.0,0.0,40,38,0
60,5,15,10,2,4,0,4,1,0.0,0.0,50,38,1
30,3,9,13,4,11,1,4,1,0.0,0.0,60,38,0
39,3,11,9,2,5,0,4,1,8.895492631451633,0.0,40,38,1
35,3,9,13,2,9,0,4,1,0.0,1.14758665350844,48,38,1
31,5,15,10,2,4,0,4,1,0.0,0.0,40,38,0
39,3,11,9,4,3,3,4,1,0.0,0.0,40,38,0
33,3,11,9,2,2,0,4,1,0.0,0.0,40,38,0
27,3,14,15,4,9,2,4,0,0.0,0.0,40,38,0
31,3,15,10,2,0,0,4,1,0.0,0.0,40,38,0
77,7,15,10,5,14,1,4,1,0.0,0.0,2,38,0
40,6,7,12,0,0,4,4,0,0.0,0.0,40,38,0
58,0,12,14,2,12,0,1,1,8.94754601503218,0.0,40,2,1
37,1,8,11,2,10,0,4,1,0.0,0.0,80,38,1
39,3,0,6,5,6,3,4,1,0.0,0.0,40,38,0
30,3,15,10,4,3,1,4,0,0.0,0.0,40,38,0
20,3,15,10,4,11,3,4,0,0.0,0.0,4,38,0
36,7,11,9,0,14,2,4,0,0.0,0.0,40,38,0
30,3,11,9,2,2,0,4,1,0.0,0.0,60,38,0
39,3,11,9,4,3,1,4,1,0.0,0.0,42,38,0
43,3,15,10,0,7,1,4,0,0.0,0.0,30,38,0
25,3,11,9,4,0,3,4,0,0.0,0.0,40,38,0
42,3,8,11,2,2,0,4,1,0.0,0.0,45,38,1
38,3,15,10,0,12,4,4,0,0.0,1.142519563530657,40,38,0
67,3,11,9,2,5,0,4,1,0.0,0.0,30,38,0
57,3,11,9,0,5,2,4,0,0.0,0.0,40,38,0
21,3,15,10,4,2,3,4,1,0.0,0.0,20,38,0
35,3,11,9,2,3,5,4,0,0.0,0.0,40,38,1
40,3,11,9,2,2,0,4,1,0.0,1.1458597492689129,40,38,1
35,3,0,6,2,7,5,4,0,0.0,0.0,40,38,0
74,7,6,5,2,14,0,4,1,0.0,0.0,10,38,0
19,3,5,4,4,6,2,4,1,0.0,0.0,40,38,0
36,5,11,9,2,3,0,4,1,0.0,0.0,99,38,0
39,6,10,16,4,9,1,4,1,0.0,1.1604082947753076,50,38,1
17,7,2,8,4,14,3,4,1,0.0,0.0,40,38,0
47,7,11,9,4,14,2,4,0,0.0,0.0,50,38,0
32,3,9,13,4,11,1,4,1,0.0,1.138773870589575,50,38,1
32,1,9,13,4,10,1,4,0,0.0,0.0,48,38,0
51,0,11,9,4,7,1,4,1,0.0,0.0,40,38,0
48,7,15,10,4,14,1,4,1,0.0,0.0,35,38,0
38,3,9,13,2,11,0,4,1,0.0,0.0,38,38,0
19,7,15,10,4,14,3,4,0,0.0,0.0,20,38,0
52,3,12,14,2,2,0,4,1,0.0,0.0,45,38,1
21,3,15,10,4,6,3,4,0,0.0,0.0,30,38,0
33,3,11,9,0,2,2,4,1,0.0,0.0,40,38,0
18,3,2,8,4,5,2,4,1,0.0,0.0,20,38,0
32,5,9,13,2,12,0,4,1,8.895492631451633,0.0,40,23,1
28,3,11,9,2,2,0,4,1,0.0,0.0,44,38,1
45,3,11,9,0,11,4,4,0,0.0,0.0,32,38,0
21,3,11,9,4,7,3,2,0,0.0,0.0,40,38,0
